storageUtilizationPct,orders,realizedUnits,staffedHours,effectiveHours,uphBuilding,areaUnitsSortation,ophBuilding,buildingEffectiveHours,areaUnitsAsrs,targetOphBuilding,shifts,forecastUnits,staffedHeadcount,keyAssumptionVariance,areaUnitsPutaway,storagePallets,bulkShare,areaUnitsShipping,areaUnitsPacking,systemDowntimeHrs,nonconShare,buildingRealizedUnits,areaUnitsPicking,unitsPerVendorCarton,singlesShare,areaUnitsReceiving,buildingOrders,uphDept,ophDept,weekStart,department,buildingId
0.36,1421,4659.33,1152,1151.61,4.33,465.93,1.39,5288.48,870.78,520,2,5331.29,72.00,0.31,485.20,437.39,0.49,326.15,819.42,0.39,0.27,22873.33,1179.32,8.22,0.64,512.53,7340,4.05,1.23,2024-12-09T00:00:00.000Z,Footwear,ATL_DC
5.15,2152,4722.45,1584,1581.98,3.67,472.25,1.47,5922.74,874.90,520,3,5048.26,66.00,0.26,487.16,6174.32,0.46,330.57,835.13,2.02,0.20,21743.16,1202.98,11.80,0.57,519.47,8685,2.99,1.36,2024-12-09T00:00:00.000Z,Footwear,BOS_DC
9.96,2421,5438.84,1168,1166.25,3.69,543.88,1.36,6436.95,990.06,520,2,5264.45,73.00,0.20,550.52,11954.40,0.39,380.72,972.35,1.75,0.17,23756.82,1403.03,8.68,0.64,598.27,8764,4.66,2.08,2024-12-09T00:00:00.000Z,Footwear,CHI_DC
14.75,2111,5151.13,1200,1198.35,3.45,515.11,1.35,6427.48,971.23,520,2,5546.73,75.00,0.26,541.53,17702.88,0.52,360.58,900.79,1.65,0.24,22177.86,1295.27,10.56,0.61,566.62,8687,4.30,1.76,2024-12-09T00:00:00.000Z,Footwear,DAL_DC
19.51,1746,4736.72,1040,1037.66,3.69,473.67,1.62,5983.99,897.11,520,2,5073.26,65.00,0.04,500.37,23407.86,0.54,331.57,825.91,2.34,0.13,22057.86,1187.05,8.57,0.70,521.04,9711,4.56,1.68,2024-12-09T00:00:00.000Z,Footwear,LAX_DC
0.36,1641,5013.56,1088,1085.36,4.33,501.36,1.39,5288.48,893.36,520,2,4815.77,68.00,0.32,495.91,437.39,0.31,350.95,907.89,2.64,0.21,22873.33,1312.61,11.26,0.90,551.49,7340,4.62,1.51,2024-12-09T00:00:00.000Z,HomeGoods,ATL_DC
5.15,1607,4546.96,1088,1087.40,3.67,454.70,1.47,5922.74,831.07,520,2,4293.18,68.00,0.23,462.27,6174.32,0.41,318.29,810.88,0.60,0.16,21743.16,1169.59,14.02,0.68,500.17,8685,4.18,1.48,2024-12-09T00:00:00.000Z,HomeGoods,BOS_DC
9.96,1624,4878.63,1416,1413.66,3.69,487.86,1.36,6436.95,913.16,520,3,4656.01,59.00,0.06,508.87,11954.40,0.49,341.50,857.15,2.34,0.14,23756.82,1233.44,9.00,0.61,536.65,8764,3.45,1.15,2024-12-09T00:00:00.000Z,HomeGoods,CHI_DC
14.75,2328,4713.92,1728,1725.00,3.45,471.39,1.35,6427.48,830.89,520,3,4426.71,72.00,0.26,460.82,17702.88,0.28,329.97,859.08,3.00,0.14,22177.86,1243.23,10.51,0.59,518.53,8687,2.73,1.35,2024-12-09T00:00:00.000Z,HomeGoods,DAL_DC
19.51,2216,4450.89,928,926.97,3.69,445.09,1.62,5983.99,806.92,520,2,4416.29,58.00,0.35,448.54,23407.86,0.38,311.56,797.71,1.03,0.21,22057.86,1151.48,7.05,0.58,489.60,9711,4.80,2.39,2024-12-09T00:00:00.000Z,HomeGoods,LAX_DC
0.46,760,2617.50,1080,1078.47,3.46,261.75,1.24,6422.09,453.17,520,3,2700.19,45.00,0.14,250.96,552.47,0.21,183.22,481.94,1.53,0.22,22217.47,698.53,8.63,0.58,287.92,7993,2.43,0.70,2024-12-16T00:00:00.000Z,Accessories,ATL_DC
5.24,937,2702.59,656,652.95,3.73,270.26,1.22,5628.95,466.67,520,2,2869.78,41.00,0.36,258.38,6288.56,0.20,189.18,498.35,3.05,0.18,20999.99,722.47,8.41,0.57,297.28,6857,4.14,1.44,2024-12-16T00:00:00.000Z,Accessories,BOS_DC
10.05,1266,3289.21,656,655.72,3.70,328.92,1.48,6152.82,562.25,520,2,3213.15,41.00,0.44,311.04,12065.02,0.17,230.25,609.94,0.28,0.22,22758.28,885.00,9.48,0.45,361.81,9113,5.02,1.93,2024-12-16T00:00:00.000Z,Accessories,CHI_DC
14.86,901,2716.55,784,783.00,4.88,271.65,1.62,4758.75,488.36,520,2,2991.28,49.00,0.22,271.28,17828.50,0.35,190.16,489.35,1.00,0.19,23235.13,706.92,9.81,0.54,298.82,7687,3.47,1.15,2024-12-16T00:00:00.000Z,Accessories,DAL_DC
19.60,861,2529.66,1272,1271.52,3.50,252.97,1.16,6202.56,431.26,520,3,2780.30,53.00,0.08,238.52,23525.19,0.16,177.08,469.78,0.48,0.18,21688.08,681.79,10.73,0.57,278.26,7165,1.99,0.68,2024-12-16T00:00:00.000Z,Accessories,LAX_DC
0.46,2110,5611.23,1424,1422.16,3.46,561.12,1.24,6422.09,1080.71,520,2,6009.84,89.00,0.01,603.54,552.47,0.60,392.79,967.61,1.84,0.16,22217.47,1388.23,10.70,0.59,617.24,7993,3.95,1.48,2024-12-16T00:00:00.000Z,Apparel,ATL_DC
5.24,1819,5627.77,1424,1422.51,3.73,562.78,1.22,5628.95,1068.52,520,2,6057.77,89.00,0.06,596.09,6288.56,0.55,393.94,979.69,1.49,0.11,20999.99,1407.70,9.94,0.55,619.05,6857,3.96,1.28,2024-12-16T00:00:00.000Z,Apparel,BOS_DC
10.05,2886,6225.59,1920,1918.34,3.70,622.56,1.48,6152.82,1146.49,520,3,6396.66,80.00,0.17,638.09,12065.02,0.43,435.79,1105.07,1.66,0.23,22758.28,1592.77,11.89,0.56,684.81,9113,3.25,1.50,2024-12-16T00:00:00.000Z,Apparel,CHI_DC
14.86,2082,6297.26,1248,1246.27,4.88,629.73,1.62,4758.75,1178.76,520,2,5738.62,78.00,0.28,656.88,17828.50,0.49,440.81,1106.35,1.73,0.27,23235.13,1592.03,12.28,0.68,692.70,7687,5.05,1.67,2024-12-16T00:00:00.000Z,Apparel,DAL_DC
19.60,2212,6007.84,1232,1231.04,3.50,600.78,1.16,6202.56,1133.40,520,2,5940.19,77.00,0.01,631.98,23525.19,0.52,420.55,1050.22,0.96,0.16,21688.08,1510.05,6.45,0.63,660.86,7165,4.88,1.80,2024-12-16T00:00:00.000Z,Apparel,LAX_DC
0.46,1280,4205.27,1200,1198.53,3.46,420.53,1.24,6422.09,747.87,520,3,3674.78,50.00,0.44,415.08,552.47,0.31,294.37,762.40,1.47,0.21,22217.47,1102.45,7.28,0.75,462.58,7993,3.51,1.07,2024-12-16T00:00:00.000Z,Beauty,ATL_DC
5.24,1277,3552.58,1368,1364.60,3.73,355.26,1.22,5628.95,623.30,520,3,3745.68,57.00,0.14,345.56,6288.56,0.26,248.68,649.16,3.40,0.16,20999.99,939.83,9.83,0.59,390.78,6857,2.60,0.94,2024-12-16T00:00:00.000Z,Beauty,BOS_DC
10.05,1499,3608.80,1248,1246.55,3.70,360.88,1.48,6152.82,640.07,520,3,3712.83,52.00,0.11,355.17,12065.02,0.30,252.62,655.29,1.45,0.16,22758.28,947.80,10.66,0.76,396.97,9113,2.90,1.20,2024-12-16T00:00:00.000Z,Beauty,CHI_DC
14.86,1204,3872.91,752,748.67,4.88,387.29,1.62,4758.75,671.57,520,2,3885.66,47.00,0.26,371.96,17828.50,0.22,271.10,712.45,3.33,0.17,23235.13,1032.51,13.95,0.66,426.02,7687,5.17,1.61,2024-12-16T00:00:00.000Z,Beauty,DAL_DC
19.60,1288,3665.42,864,863.89,3.50,366.54,1.16,6202.56,655.92,520,2,3655.42,54.00,0.16,364.23,23525.19,0.33,256.58,662.09,0.11,0.19,21688.08,956.87,10.10,0.63,403.20,7165,4.24,1.49,2024-12-16T00:00:00.000Z,Beauty,LAX_DC
0.46,2332,5644.52,1752,1747.98,3.46,564.45,1.24,6422.09,1018.51,520,3,5281.92,73.00,0.23,565.95,552.47,0.36,395.12,1014.52,4.02,0.16,22217.47,1465.08,8.44,0.72,620.90,7993,3.23,1.33,2024-12-16T00:00:00.000Z,Footwear,ATL_DC
5.24,1592,5136.86,1152,1151.02,3.73,513.69,1.22,5628.95,974.05,520,2,5615.74,72.00,0.27,543.34,6288.56,0.54,359.58,894.98,0.98,0.23,20999.99,1286.16,8.92,0.66,565.05,6857,4.46,1.38,2024-12-16T00:00:00.000Z,Footwear,BOS_DC
10.05,1697,5015.85,1248,1245.23,3.70,501.59,1.48,6152.82,938.71,520,2,5186.79,78.00,0.30,523.10,12065.02,0.49,351.11,881.34,2.77,0.14,22758.28,1268.26,9.99,0.80,551.74,9113,4.03,1.36,2024-12-16T00:00:00.000Z,Footwear,CHI_DC
14.86,1747,5410.03,1088,1087.77,4.88,541.00,1.62,4758.75,994.99,520,2,5123.94,68.00,0.31,553.71,17828.50,0.43,378.70,961.10,0.23,0.20,23235.13,1385.42,7.84,0.62,595.10,7687,4.97,1.61,2024-12-16T00:00:00.000Z,Footwear,DAL_DC
19.60,1421,4809.07,1848,1844.74,3.50,480.91,1.16,6202.56,885.21,520,3,5203.61,77.00,0.11,492.65,23525.19,0.43,336.64,853.89,3.26,0.13,21688.08,1230.78,9.87,0.52,529.00,7165,2.61,0.77,2024-12-16T00:00:00.000Z,Footwear,LAX_DC
0.46,1511,4138.95,976,974.95,3.46,413.90,1.24,6422.09,729.52,520,2,4522.88,61.00,0.12,404.60,552.47,0.28,289.73,754.31,1.05,0.26,22217.47,1091.62,9.72,0.73,455.29,7993,4.25,1.55,2024-12-16T00:00:00.000Z,HomeGoods,ATL_DC
5.24,1232,3980.19,1040,1037.87,3.73,398.02,1.22,5628.95,724.43,520,2,4135.97,65.00,0.42,402.82,6288.56,0.39,278.61,711.63,2.13,0.16,20999.99,1026.85,10.72,0.59,437.82,6857,3.83,1.19,2024-12-16T00:00:00.000Z,HomeGoods,BOS_DC
10.05,1765,4618.83,1088,1086.98,3.70,461.88,1.48,6152.82,850.68,520,2,4564.10,68.00,0.13,473.46,12065.02,0.43,323.32,819.82,1.02,0.19,22758.28,1181.61,7.01,0.73,508.07,9113,4.25,1.62,2024-12-16T00:00:00.000Z,HomeGoods,CHI_DC
14.86,1753,4938.38,896,893.04,4.88,493.84,1.62,4758.75,895.95,520,2,4969.55,56.00,0.05,498.06,17828.50,0.38,345.69,884.69,2.96,0.28,23235.13,1276.94,8.16,0.62,543.22,7687,5.53,1.96,2024-12-16T00:00:00.000Z,HomeGoods,DAL_DC
19.60,1383,4676.09,992,991.37,3.50,467.61,1.16,6202.56,842.13,520,2,4550.72,62.00,0.25,467.87,23525.19,0.35,327.33,841.43,0.63,0.17,21688.08,1215.35,11.65,0.65,514.37,7165,4.72,1.40,2024-12-16T00:00:00.000Z,HomeGoods,LAX_DC
0.56,1519,3224.37,752,749.02,4.29,322.44,1.52,5571.32,559.65,520,2,3163.82,47.00,0.36,309.99,677.37,0.22,225.71,592.83,2.98,0.14,23919.15,859.08,10.68,0.60,354.68,8476,4.30,2.03,2024-12-23T00:00:00.000Z,Accessories,ATL_DC
5.34,794,2731.77,816,815.67,4.62,273.18,1.69,4857.77,476.47,520,3,3053.98,34.00,0.14,264.03,6403.74,0.24,191.22,500.87,0.33,0.16,22459.92,725.51,11.92,0.58,300.49,8227,3.35,0.97,2024-12-23T00:00:00.000Z,Accessories,BOS_DC
10.14,1166,2835.74,720,717.50,3.23,283.57,1.16,6416.83,507.80,520,2,2884.37,45.00,0.08,281.99,12172.74,0.33,198.50,512.01,2.50,0.20,20751.47,739.92,7.50,0.60,311.93,7435,3.95,1.63,2024-12-23T00:00:00.000Z,Accessories,CHI_DC
14.95,1031,3038.81,888,887.28,3.17,303.88,1.04,6603.73,539.98,520,3,3111.02,37.00,0.20,299.68,17941.68,0.30,212.72,551.19,0.72,0.20,20909.03,797.09,11.50,0.42,334.27,6899,3.42,1.16,2024-12-23T00:00:00.000Z,Accessories,DAL_DC
19.69,896,2912.97,1056,1054.58,4.10,291.30,1.54,5227.66,505.71,520,3,3026.44,44.00,0.30,280.12,23633.51,0.22,203.91,535.51,1.42,0.22,21446.62,776.00,6.97,0.64,320.43,8068,2.76,0.85,2024-12-23T00:00:00.000Z,Accessories,LAX_DC
0.56,2112,6771.28,1392,1389.92,4.29,677.13,1.52,5571.32,1272.12,520,2,6735.31,87.00,0.11,709.10,677.37,0.51,473.99,1186.86,2.08,0.18,23919.15,1707.25,12.81,0.63,744.84,8476,4.87,1.52,2024-12-23T00:00:00.000Z,Apparel,ATL_DC
5.34,2330,5929.81,1120,1119.33,4.62,592.98,1.69,4857.77,1148.24,520,2,5999.79,70.00,0.25,641.51,6403.74,0.62,415.09,1018.84,0.67,0.26,22459.92,1460.87,10.53,0.56,652.28,8227,5.30,2.08,2024-12-23T00:00:00.000Z,Apparel,BOS_DC
10.14,1523,4720.55,1944,1942.07,3.23,472.05,1.16,6416.83,871.30,520,3,5394.56,81.00,0.14,485.01,12172.74,0.44,330.44,836.74,1.93,0.24,20751.47,1205.74,9.67,0.46,519.26,7435,2.43,0.78,2024-12-23T00:00:00.000Z,Apparel,CHI_DC
14.95,1785,5332.07,2016,2015.87,3.17,533.21,1.04,6603.73,1002.12,520,3,5974.64,84.00,0.41,558.62,17941.68,0.51,373.25,934.36,0.13,0.09,20909.03,1343.99,8.44,0.51,586.53,6899,2.65,0.89,2024-12-23T00:00:00.000Z,Apparel,DAL_DC
19.69,1920,5785.61,1344,1343.51,4.10,578.56,1.54,5227.66,1092.71,520,2,5429.81,84.00,0.38,609.34,23633.51,0.53,404.99,1010.63,0.49,0.17,21446.62,1452.95,11.42,0.65,636.42,8068,4.31,1.43,2024-12-23T00:00:00.000Z,Apparel,LAX_DC
0.56,1905,4072.01,832,831.23,4.29,407.20,1.52,5571.32,719.01,520,2,3976.63,52.00,0.13,398.83,677.37,0.28,285.04,741.33,0.77,0.22,23919.15,1072.68,12.99,0.67,447.92,8476,4.90,2.29,2024-12-23T00:00:00.000Z,Beauty,ATL_DC
5.34,1083,3758.95,848,845.85,4.62,375.89,1.69,4857.77,654.56,520,2,3894.84,53.00,0.01,362.66,6403.74,0.23,263.13,689.84,2.15,0.22,22459.92,999.38,7.37,0.75,413.48,8227,4.44,1.28,2024-12-23T00:00:00.000Z,Beauty,BOS_DC
10.14,1547,3369.40,1176,1174.18,3.23,336.94,1.16,6416.83,601.70,520,3,3830.46,49.00,0.16,334.07,12172.74,0.32,235.86,609.36,1.82,0.18,20751.47,880.83,7.73,0.74,370.63,7435,2.87,1.32,2024-12-23T00:00:00.000Z,Beauty,CHI_DC
14.95,1251,3565.43,1008,1007.36,3.17,356.54,1.04,6603.73,630.49,520,3,3618.00,42.00,0.32,349.77,17941.68,0.29,249.58,648.55,0.64,0.12,20909.03,938.30,10.38,0.56,392.20,6899,3.54,1.24,2024-12-23T00:00:00.000Z,Beauty,DAL_DC
19.69,1215,3315.43,800,799.07,4.10,331.54,1.54,5227.66,583.39,520,2,3600.33,50.00,0.23,323.51,23633.51,0.27,232.08,604.81,0.93,0.12,21446.62,875.40,13.81,0.55,364.70,8068,4.15,1.52,2024-12-23T00:00:00.000Z,Beauty,LAX_DC
0.56,1600,5260.82,1216,1213.63,4.29,526.08,1.52,5571.32,973.44,520,2,5446.85,76.00,0.15,541.98,677.37,0.45,368.26,931.05,2.37,0.23,23919.15,1341.32,12.09,0.58,578.69,8476,4.33,1.32,2024-12-23T00:00:00.000Z,Footwear,ATL_DC
5.34,1861,5512.34,1264,1262.80,4.62,551.23,1.69,4857.77,1032.56,520,2,5687.35,79.00,0.11,575.44,6403.74,0.50,385.86,968.02,1.20,0.17,22459.92,1392.87,12.12,0.66,606.36,8227,4.37,1.47,2024-12-23T00:00:00.000Z,Footwear,BOS_DC
10.14,1650,4935.42,1608,1607.66,3.23,493.54,1.16,6416.83,909.26,520,3,4925.51,67.00,0.03,506.07,12172.74,0.43,345.48,875.85,0.34,0.11,20751.47,1262.33,10.74,0.72,542.90,7435,3.07,1.03,2024-12-23T00:00:00.000Z,Footwear,CHI_DC
14.95,1555,5009.35,1752,1750.56,3.17,500.94,1.04,6603.73,963.47,520,3,5047.50,73.00,0.08,538.01,17941.68,0.60,350.65,864.61,1.44,0.15,20909.03,1240.65,13.28,0.48,551.03,6899,2.86,0.89,2024-12-23T00:00:00.000Z,Footwear,DAL_DC
19.69,1873,5089.68,1200,1199.61,4.10,508.97,1.54,5227.66,948.43,520,2,4921.37,75.00,0.26,528.34,23633.51,0.48,356.28,896.77,0.39,0.21,21446.62,1291.03,8.83,0.58,559.86,8068,4.24,1.56,2024-12-23T00:00:00.000Z,Footwear,LAX_DC
0.56,1340,4590.67,1392,1387.52,4.29,459.07,1.52,5571.32,840.99,520,3,4776.83,58.00,0.27,467.87,677.37,0.41,321.35,817.52,4.48,0.13,23919.15,1178.90,12.55,0.52,504.97,8476,3.31,0.97,2024-12-23T00:00:00.000Z,HomeGoods,ATL_DC
5.34,2159,4527.05,816,814.12,4.62,452.70,1.69,4857.77,799.59,520,2,4476.62,51.00,0.15,443.54,6403.74,0.28,316.89,824.04,1.88,0.10,22459.92,1192.31,8.29,0.65,497.98,8227,5.56,2.65,2024-12-23T00:00:00.000Z,HomeGoods,BOS_DC
10.14,1549,4890.36,976,975.42,3.23,489.04,1.16,6416.83,905.61,520,2,4449.38,61.00,0.03,504.24,12172.74,0.45,342.32,865.06,0.58,0.13,20751.47,1246.15,10.26,0.68,537.94,7435,5.01,1.59,2024-12-23T00:00:00.000Z,HomeGoods,CHI_DC
14.95,1277,3963.37,944,942.66,3.17,396.34,1.04,6603.73,705.31,520,2,4395.16,59.00,0.11,391.48,17941.68,0.31,277.44,718.27,1.34,0.19,20909.03,1038.57,12.43,0.70,435.97,6899,4.20,1.35,2024-12-23T00:00:00.000Z,HomeGoods,DAL_DC
19.69,2164,4342.93,832,830.89,4.10,434.29,1.54,5227.66,771.54,520,2,4559.68,52.00,0.24,428.18,23633.51,0.30,304.01,787.84,1.11,0.19,21446.62,1139.35,7.56,0.59,477.72,8068,5.23,2.60,2024-12-23T00:00:00.000Z,HomeGoods,LAX_DC
0.66,1370,2856.80,912,910.71,3.82,285.68,1.47,5993.48,500.34,520,3,3289.76,38.00,0.24,277.35,791.63,0.25,199.98,522.55,1.29,0.16,22906.24,756.65,6.99,0.49,314.25,8799,3.14,1.50,2024-12-30T00:00:00.000Z,Accessories,ATL_DC
5.42,1330,2708.19,784,783.72,3.33,270.82,1.27,6144.87,478.42,520,2,2791.07,49.00,0.15,265.39,6506.07,0.28,189.57,492.91,0.28,0.12,20462.63,713.18,10.20,0.53,297.90,7828,3.46,1.70,2024-12-30T00:00:00.000Z,Accessories,BOS_DC
10.24,933,2933.77,464,461.42,4.12,293.38,1.50,5254.56,497.31,520,2,3068.84,29.00,0.15,274.91,12284.22,0.14,205.36,546.54,2.58,0.21,21637.18,793.55,8.00,0.70,322.71,7860,6.36,2.02,2024-12-30T00:00:00.000Z,Accessories,CHI_DC
15.05,945,3136.17,848,846.47,4.05,313.62,1.52,5681.35,536.25,520,2,2854.44,53.00,0.19,296.66,18058.36,0.17,219.53,581.47,1.53,0.16,23034.80,843.66,6.40,0.69,344.98,8623,3.71,1.12,2024-12-30T00:00:00.000Z,Accessories,DAL_DC
19.79,1060,2985.67,768,766.40,4.20,298.57,1.41,5082.56,509.87,520,3,3219.38,32.00,0.16,282.04,23748.00,0.17,209.00,553.95,1.60,0.19,21325.84,803.82,12.85,0.50,328.42,7158,3.90,1.38,2024-12-30T00:00:00.000Z,Accessories,LAX_DC
0.66,2976,6004.52,1248,1246.33,3.82,600.45,1.47,5993.48,1125.96,520,2,6135.40,78.00,0.08,627.54,791.63,0.50,420.32,1053.73,1.67,0.20,22906.24,1516.03,6.82,0.63,660.50,8799,4.82,2.39,2024-12-30T00:00:00.000Z,Apparel,ATL_DC
5.42,1923,5101.98,1552,1550.52,3.33,510.20,1.27,6144.87,964.96,520,2,5848.15,97.00,0.11,538.16,6506.07,0.53,357.14,890.39,1.48,0.16,20462.63,1279.91,10.30,0.60,561.22,7828,3.29,1.24,2024-12-30T00:00:00.000Z,Apparel,BOS_DC
10.24,1927,5914.11,1392,1388.79,4.12,591.41,1.50,5254.56,1115.40,520,2,6281.85,87.00,0.14,621.93,12284.22,0.52,413.99,1034.02,3.21,0.17,21637.18,1486.81,4.88,0.54,650.55,7860,4.26,1.39,2024-12-30T00:00:00.000Z,Apparel,CHI_DC
15.05,2351,6254.71,1312,1311.15,4.05,625.47,1.52,5681.35,1185.64,520,2,6705.63,82.00,0.01,661.34,18058.36,0.54,437.83,1089.97,0.85,0.17,23034.80,1566.44,9.35,0.68,688.02,8623,4.77,1.79,2024-12-30T00:00:00.000Z,Apparel,DAL_DC
19.79,1815,5678.82,1248,1247.73,4.20,567.88,1.41,5082.56,1080.93,520,2,5983.92,78.00,0.03,603.13,23748.00,0.56,397.52,986.94,0.27,0.17,21325.84,1417.76,9.77,0.69,624.67,7158,4.55,1.45,2024-12-30T00:00:00.000Z,Apparel,LAX_DC
0.66,1079,3477.41,1344,1340.63,3.82,347.74,1.47,5993.48,629.54,520,3,3458.82,56.00,0.17,349.91,791.63,0.37,243.42,623.77,3.37,0.16,22906.24,900.52,12.98,0.48,382.51,8799,2.59,0.80,2024-12-30T00:00:00.000Z,Beauty,ATL_DC
5.42,1420,3619.59,976,973.94,3.33,361.96,1.27,6144.87,640.47,520,2,3573.03,61.00,0.09,355.33,6506.07,0.29,253.37,658.16,2.06,0.12,20462.63,952.15,7.76,0.66,398.15,7828,3.72,1.46,2024-12-30T00:00:00.000Z,Beauty,BOS_DC
10.24,1642,3757.33,832,830.84,4.12,375.73,1.50,5254.56,673.68,520,2,4035.27,52.00,0.14,374.15,12284.22,0.34,263.01,677.90,1.16,0.15,21637.18,979.55,9.66,0.59,413.31,7860,4.52,1.98,2024-12-30T00:00:00.000Z,Beauty,CHI_DC
15.05,1486,3383.64,768,766.86,4.05,338.36,1.52,5681.35,570.86,520,2,3505.31,48.00,0.18,315.45,18058.36,0.12,236.85,631.97,1.14,0.28,23034.80,917.94,9.17,0.71,372.20,8623,4.41,1.94,2024-12-30T00:00:00.000Z,Beauty,DAL_DC
19.79,1153,3787.80,960,959.26,4.20,378.78,1.41,5082.56,671.26,520,3,3506.07,40.00,0.06,372.46,23748.00,0.29,265.15,688.13,0.74,0.10,21325.84,995.37,10.05,0.79,416.66,7158,3.95,1.20,2024-12-30T00:00:00.000Z,Beauty,LAX_DC
0.66,1511,5206.06,1136,1133.38,3.82,520.61,1.47,5993.48,964.65,520,2,5144.14,71.00,0.35,537.14,791.63,0.46,364.42,920.56,2.62,0.14,22906.24,1326.02,11.10,0.62,572.67,8799,4.59,1.33,2024-12-30T00:00:00.000Z,Footwear,ATL_DC
5.42,1701,5136.79,1752,1750.24,3.33,513.68,1.27,6144.87,946.90,520,3,4754.84,73.00,0.15,527.05,6506.07,0.44,359.58,911.25,1.76,0.16,20462.63,1313.28,6.09,0.66,565.05,7828,2.93,0.97,2024-12-30T00:00:00.000Z,Footwear,BOS_DC
10.24,1649,4993.97,1184,1183.14,4.12,499.40,1.50,5254.56,895.42,520,2,5151.04,74.00,0.27,497.30,12284.22,0.34,349.58,901.01,0.86,0.17,21637.18,1301.92,11.98,0.51,549.34,7860,4.22,1.39,2024-12-30T00:00:00.000Z,Footwear,CHI_DC
15.05,2190,5542.40,1896,1894.39,4.05,554.24,1.52,5681.35,1033.10,520,3,5206.16,79.00,0.45,575.52,18058.36,0.48,387.97,976.35,1.61,0.25,23034.80,1405.55,9.78,0.66,609.66,8623,2.93,1.16,2024-12-30T00:00:00.000Z,Footwear,DAL_DC
19.79,1785,4621.41,1136,1135.37,4.20,462.14,1.41,5082.56,847.30,520,2,5067.63,71.00,0.02,471.41,23748.00,0.42,323.50,822.59,0.63,0.20,21325.84,1186.12,12.43,0.61,508.36,7158,4.07,1.57,2024-12-30T00:00:00.000Z,Footwear,LAX_DC
0.66,1863,5361.45,1368,1362.43,3.82,536.15,1.47,5993.48,952.06,520,3,4741.61,57.00,0.04,528.34,791.63,0.30,375.30,972.86,5.57,0.17,22906.24,1406.98,12.27,0.51,589.76,8799,3.94,1.37,2024-12-30T00:00:00.000Z,HomeGoods,ATL_DC
5.42,1454,3896.08,1088,1086.45,3.33,389.61,1.27,6144.87,717.11,520,2,4255.34,68.00,0.29,399.10,6506.07,0.43,272.73,691.80,1.55,0.22,20462.63,997.16,10.40,0.62,428.57,7828,3.59,1.34,2024-12-30T00:00:00.000Z,HomeGoods,BOS_DC
10.24,1709,4038.00,1392,1390.37,4.12,403.80,1.50,5254.56,713.53,520,3,4358.92,58.00,0.04,395.82,12284.22,0.28,282.66,734.82,1.63,0.15,21637.18,1063.19,7.79,0.50,444.18,7860,2.90,1.23,2024-12-30T00:00:00.000Z,HomeGoods,CHI_DC
15.05,1651,4717.88,864,862.48,4.05,471.79,1.52,5681.35,840.53,520,2,4624.64,54.00,0.21,466.57,18058.36,0.31,330.25,854.43,1.52,0.10,23034.80,1235.34,8.70,0.63,518.97,8623,5.47,1.91,2024-12-30T00:00:00.000Z,HomeGoods,DAL_DC
19.79,1345,4252.14,976,973.80,4.20,425.21,1.41,5082.56,770.25,520,2,4403.89,61.00,0.24,428.13,23748.00,0.37,297.65,762.47,2.20,0.18,21325.84,1100.69,10.57,0.61,467.74,7158,4.37,1.38,2024-12-30T00:00:00.000Z,HomeGoods,LAX_DC
0.76,1301,2776.37,608,607.68,4.66,277.64,1.68,5020.04,484.27,520,2,3008.26,38.00,0.21,268.35,912.71,0.24,194.35,509.03,0.32,0.28,23400.41,737.33,8.46,0.62,305.40,8435,4.57,2.14,2025-01-06T00:00:00.000Z,Accessories,ATL_DC
5.50,1349,2762.37,640,639.19,3.25,276.24,1.34,6441.07,477.55,520,2,2833.05,40.00,0.21,264.43,6606.00,0.21,193.37,509.03,0.81,0.10,20939.95,737.89,7.65,0.58,303.86,8621,4.32,2.11,2025-01-06T00:00:00.000Z,Accessories,BOS_DC
10.32,1080,3161.71,608,605.60,4.06,316.17,1.75,5425.97,548.28,520,2,3123.59,38.00,0.21,303.68,12385.92,0.22,221.32,581.60,2.40,0.16,22017.20,842.87,6.04,0.55,347.79,9494,5.22,1.78,2025-01-06T00:00:00.000Z,Accessories,CHI_DC
15.14,881,2647.61,496,495.52,4.39,264.76,1.65,5060.56,453.96,520,2,2948.90,31.00,0.01,251.19,18170.45,0.18,185.33,490.14,0.48,0.19,22210.47,710.99,7.01,0.83,291.24,8366,5.34,1.78,2025-01-06T00:00:00.000Z,Accessories,DAL_DC
19.88,1313,3429.47,752,751.05,3.28,342.95,1.25,6666.39,593.74,520,2,3216.34,47.00,0.07,328.81,23857.30,0.21,240.06,631.44,0.95,0.09,21835.87,915.23,9.96,0.62,377.24,8340,4.57,1.75,2025-01-06T00:00:00.000Z,Accessories,LAX_DC
0.76,2040,6136.19,1312,1310.55,4.66,613.62,1.68,5020.04,1194.43,520,2,6654.96,82.00,0.30,667.57,912.71,0.64,429.53,1050.56,1.45,0.28,23400.41,1505.49,9.45,0.76,674.98,8435,4.68,1.56,2025-01-06T00:00:00.000Z,Apparel,ATL_DC
5.50,2350,5337.78,2016,2014.03,3.25,533.78,1.34,6441.07,998.03,520,3,6348.66,84.00,0.11,556.12,6606.00,0.49,373.64,938.46,1.97,0.22,20939.95,1350.59,10.00,0.62,587.16,8621,2.65,1.17,2025-01-06T00:00:00.000Z,Apparel,BOS_DC
